DB ID,Parasite Reported Name,Parasite Corrected Name,Host Reported Name,Host Corrected Name C&H,Host Corrected Name W&R05,Location,Latitude,Longitude,Resolution,Prevalence,Sample Size,Sample Basis,Host Sex,Host Age,Parasite Type,Close,Sexual,Vertical,Nonclose,Vector,Intermediate,Citation,Full Reference
62,Balantidium coli,Balantidium coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Baha,20.0,41.5,SL,0.05,170.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
63,Loa,Loa loa,Cercopithecus preussi,Cercopithecus preussi,Cercopithecus preussi,UNKNOWN,,,O,,,,,,Helminth,0.0,0.0,0.0,0.0,1.0,0.0,Duke and Wijers 1958,"Duke, B. O. L., and D. J. B. Wijers. 1958. Studies on loaiasis in monkeys. Annals of Trop Med and Parasitol 52:158- 175. "
64,Escherichia coli,Escherichia coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Baha,20.0,41.5,SL,0.35,170.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
65,Entamoeba histolytica,Entamoeba histolytica,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Baha,20.0,41.5,SL,0.24,170.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
66,Enterobius sp.,Enterobius sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Baha,20.0,41.5,SL,0.01,,Samples,,,Helminth,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
67,Trichuris sp.,Trichuris sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Baha,20.0,41.5,SL,0.05,,Samples,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
68,Schistosoma mansoni,Schistosoma mansoni,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Baha,20.0,41.5,SL,0.04,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
69,GBV-C/HGV,Flavivirus Hepatitis G,Pan troglodytes troglodytes,Pan troglodytes,Pan troglodytes,NIGERIA,10.0,8.0,N,,39.0,,,,Virus,1.0,0.0,0.0,0.0,0.0,0.0,Adams et al. 1998,"Adams, N. J., L. E. Prescott, L. M. Jarvis, J. C. M. Lewis, M. O. McClure, D. B. Smith, and P. Simmonds. 1998. Detection in chimpanzees of a novel flavivirus related to GB virus-C hepatitis G virus. Journal of General Virology 79:1871-1877."
70,Prototapirella gorillae,Prototapirella gorillae,Gorilla gorilla,Gorilla gorilla,Gorilla gorilla,Mgahinga,-1.38,29.63,SL,1.0,,Samples,,,Protozoa,0.0,0.0,0.0,0.0,0.0,0.0,Ashford et al. 1996,"Ashford, R. W., H. Lawson, T. M. Butynski, and G. D. F. Reid. 1996. Patterns of intestinal parasitism in the mountain gorilla Gorilla gorilla in the Bwindi-Impenetrable Forest, Uganda. Journal of Zoology 239:507-514. "
71,Salmonella,Salmonella sp.,Gorilla gorilla beringei,Gorilla gorilla,Gorilla beringei,Bwindi,-1.05,29.7,SL,0.109,60.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Nizeyi et al. 2001,"Nizeyi, J. B., R. B. Innocent, J. Erume, G. R. N. N. Kalema, M. R. Cranfield, and T. K. Graczyk. 2001. Campylobacteriosis, salmonellosis, and shigellosis in free-ranging human-habituated mountain gorillas of Uganda. Journal of Wildlife Diseases 37:239-244."
73,Hymenolepis nana,Hymenolepis nana,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Baha,20.0,41.5,SL,0.08,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
74,Giardia lamblia,Giardia duodenalis,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Baha,20.0,41.5,SL,0.32,170.0,Samples,,,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
75,Enterobius sp.,Enterobius sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Taif,21.27,40.4,SL,0.02,,Samples,,,Helminth,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
76,Entamoeba histolytica,Entamoeba histolytica,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Taif,21.27,40.4,SL,0.19,159.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
77,Escherichia coli,Escherichia coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Taif,21.27,40.4,SL,0.28,159.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
78,Schistosoma mansoni,Schistosoma mansoni,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Taif,21.27,40.4,SL,0.0,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
79,Hymenolepis nana,Hymenolepis nana,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Taif,21.27,40.4,SL,0.08,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
80,Balantidium coli,Balantidium coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Taif,21.27,40.4,SL,0.03,159.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
81,Giardia lamblia,Giardia duodenalis,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Taif,21.27,40.4,SL,0.25,159.0,Samples,,,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
82,Trichuris sp.,Trichuris sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Taif,21.27,40.4,SL,0.04,,Samples,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
83,Enterobius sp.,Enterobius sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Turabah,21.21,41.63,SL,0.0091,,Samples,,,Helminth,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
84,Entamoeba histolytica,Entamoeba histolytica,Papio hamadryas,Papio hamadryas,Papio hamadryas,Turabah,21.21,41.63,SL,0.17,109.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
85,Escherichia coli,Escherichia coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Turabah,21.21,41.63,SL,0.32,109.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
86,Schistosoma mansoni,Schistosoma mansoni,Papio hamadryas,Papio hamadryas,Papio hamadryas,Turabah,21.21,41.63,SL,0.0,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
87,Hymenolepis nana,Hymenolepis nana,Papio hamadryas,Papio hamadryas,Papio hamadryas,Turabah,21.21,41.63,SL,0.01,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
88,Balantidium coli,Balantidium coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Turabah,21.21,41.63,SL,0.02,109.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
89,Giardia lamblia,Giardia duodenalis,Papio hamadryas,Papio hamadryas,Papio hamadryas,Turabah,21.21,41.63,SL,0.24,109.0,Samples,,,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
90,Trichuris sp.,Trichuris sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Turabah,21.21,41.63,SL,0.04,,Samples,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
91,Enterobius sp.,Enterobius sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Rihat,34.23,-5.63,SL,0.009,,Samples,,,Helminth,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
92,Entamoeba histolytica,Entamoeba histolytica,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Rihat,34.23,-5.63,SL,0.25,111.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
93,Escherichia coli,Escherichia coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Rihat,34.23,-5.63,SL,0.36,111.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
94,Schistosoma mansoni,Schistosoma mansoni,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Rihat,34.23,-5.63,SL,0.0,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
95,Hymenolepis nana,Hymenolepis nana,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Rihat,34.23,-5.63,SL,0.0018,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
96,Balantidium coli,Balantidium coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Rihat,34.23,-5.63,SL,0.0,111.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
97,Giardia lamblia,Giardia duodenalis,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Rihat,34.23,-5.63,SL,0.32,111.0,Samples,,,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
98,Trichuris sp.,Trichuris sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Rihat,34.23,-5.63,SL,0.009,,Samples,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
99,Enterobius sp.,Enterobius sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Akhal,23.31,39.85,SL,0.0,,Samples,,,Helminth,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
100,Entamoeba histolytica,Entamoeba histolytica,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Akhal,23.31,39.85,SL,0.0,84.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
101,Escherichia coli,Escherichia coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Akhal,23.31,39.85,SL,0.0,84.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
102,Schistosoma mansoni,Schistosoma mansoni,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Akhal,23.31,39.85,SL,0.0,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
103,Hymenolepis nana,Hymenolepis nana,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Akhal,23.31,39.85,SL,0.0,,Samples,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
104,Balantidium coli,Balantidium coli,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Akhal,23.31,39.85,SL,0.0,84.0,Samples,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
105,Giardia lamblia,Giardia duodenalis,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Akhal,23.31,39.85,SL,0.09,84.0,Samples,,,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
106,Trichuris sp.,Trichuris sp.,Papio hamadryas,Papio hamadryas,Papio hamadryas,Al-Akhal,23.31,39.85,SL,0.0,,Samples,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Ghandour et al. 1995,"Ghandour, A. M., N. Z. Zahid, A. A. Banaja, K. B. Kamal, and A. I. Bouq. 1995. Zoonotic intestinal parasites of hamadryas baboons Papio hamadryas in the western and northern regions of Saudi Arabia. Journal of Tropical Medicine and Hygiene 98:431-439.  "
107,Alouattamyia baeri,Alouattamyia baeri,Alouatta palliata incosonans,Alouatta palliata,Alouatta palliata,PANAMA,9.0,-80.0,N,,,,,,Arthropod,0.0,0.0,0.0,1.0,0.0,0.0,Guimaraes 1971,"Guim araes, J. H. 1971. Notes on the Host of Neotropical Cuterebrini (Diptera, Cuterebridae), with New Records From Brazil. Papeis Avulsos de Zoologia 25:89- 94.  "
108,Salmonella,Salmonella sp.,Gorilla gorilla beringei,Gorilla gorilla,Gorilla beringei,Mgahinga,-1.38,29.63,SL,0.286,9.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Nizeyi et al. 2001,"Nizeyi, J. B., R. B. Innocent, J. Erume, G. R. N. N. Kalema, M. R. Cranfield, and T. K. Graczyk. 2001. Campylobacteriosis, salmonellosis, and shigellosis in free-ranging human-habituated mountain gorillas of Uganda. Journal of Wildlife Diseases 37:239-244."
109,Alouattamyia baeri,Alouattamyia baeri,Alouatta palliata palliata,Alouatta palliata,Alouatta palliata,COSTA RICA,10.0,-84.0,N,,,,,,Arthropod,0.0,0.0,0.0,1.0,0.0,0.0,Guimaraes 1971,"Guim araes, J. H. 1971. Notes on the Host of Neotropical Cuterebrini (Diptera, Cuterebridae), with New Records From Brazil. Papeis Avulsos de Zoologia 25:89- 94.  "
116,Shigella sonnei,Shigella sonnei,Gorilla gorilla beringei,Gorilla gorilla,Gorilla beringei,Bwindi,-1.05,29.7,SL,0.036,60.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,1.0,0.0,Nizeyi et al. 2001,"Nizeyi, J. B., R. B. Innocent, J. Erume, G. R. N. N. Kalema, M. R. Cranfield, and T. K. Graczyk. 2001. Campylobacteriosis, salmonellosis, and shigellosis in free-ranging human-habituated mountain gorillas of Uganda. Journal of Wildlife Diseases 37:239-244."
117,Shigella flexneri,Shigella flexerni,Gorilla gorilla beringei,Gorilla gorilla,Gorilla beringei,Bwindi,-1.05,29.7,SL,0.018,60.0,Samples,,,Bacteria,1.0,0.0,0.0,1.0,1.0,0.0,Nizeyi et al. 2001,"Nizeyi, J. B., R. B. Innocent, J. Erume, G. R. N. N. Kalema, M. R. Cranfield, and T. K. Graczyk. 2001. Campylobacteriosis, salmonellosis, and shigellosis in free-ranging human-habituated mountain gorillas of Uganda. Journal of Wildlife Diseases 37:239-244."
125,simian immunodefiency viruses (SIVs),Lentivirus SIV sp.,Cercocebus atys,Cercocebus torquatus,Cercocebus atys,Gbendembu-Mafuri,9.07,-12.31,SL,0.0,4.0,Animals,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Chen et al. 1996,"Chen, Z. W., P. Telfer, A. Gettie, P. Reed, L. Q. Zhang, D. D. Ho, and P. A. Marx. 1996. Genetic characterization of new west African simian immunodeficiency virus SIVsm: Geographic clustering of household-derived SIV strains with human immunodeficiency virus type 2 subtypes and genetically diverse viruses from a single feral sooty mangabey troop. Journal of Virology 70:3617-3627. "
